gameID,winner
126639,black
126644,black
126645,black
126646,black
126663,black
126665,black
126677,black
126678,black
126690,black
126691,black
126694,black
126695,black
126702,black
126703,black
126704,black
126705,black
126711,black
126712,black
126714,black
126719,black
126721,black
126722,black
126723,black
126727,black
126728,black
126730,black
126738,black
126744,black
126747,black
126750,black
126751,black
126756,black
126759,black
126760,black
126762,black
126770,black
126775,black
126776,black
126777,black
126779,black
126782,black
126784,black
126786,black
126790,black
126795,black
126798,black
126799,black
126801,black
126806,black
126807,black
126808,black
126814,black
126820,black
126830,black
126833,black
126835,black
126840,black
126842,black
126847,black
126855,black
126860,black
126866,black
126876,black
126892,black
126900,black
126901,black
126909,black
126911,black
126912,black
126929,black
126932,black
126937,black
126938,black
126946,black
126961,black
126962,black
126976,black
126986,black
126988,black
126992,black
126995,black
126996,black
126997,black
126999,black
127000,black
127002,black
127006,black
127010,black
127016,black
127018,black
127026,black
127030,black
127031,black
127041,black
127043,black
127055,black
127057,black
127058,black
127065,black
127069,black
127075,black
127077,black
127082,black
127093,black
127094,black
127096,black
127098,black
127101,black
127104,black
127105,black
127106,black
127112,black
127113,black
127130,black
127135,black
127136,black
127137,black
127150,black
127152,black
127157,black
127168,black
127170,black
127172,black
127174,black
127177,black
127178,black
127179,black
127181,black
127184,black
127188,black
127193,black
127194,black
127198,black
127199,black
127200,black
127211,black
127212,black
127214,black
127218,black
127220,black
127223,black
127229,black
127232,black
127234,black
127236,black
127237,black
127239,black
127249,black
127250,black
127257,black
127262,black
127267,black
127269,black
127282,black
127284,black
127287,black
127288,black
127290,black
127294,black
127295,black
127300,black
127301,black
127303,black
127307,black
127311,black
127312,black
127313,black
127316,black
127318,black
127322,black
127326,black
127328,black
127330,black
127331,black
127339,black
127344,black
127345,black
127348,black
127349,black
127352,black
127355,black
127362,black
127363,black
127365,black
127366,black
127372,black
127374,black
127375,black
127376,black
127378,black
127379,black
127380,black
127385,black
127392,black
127401,black
127402,black
127406,black
127407,black
127408,black
127415,black
127423,black
127424,black
127425,black
127427,black
127431,black
127433,black
127435,black
127438,black
127443,black
127445,black
127446,black
127447,black
127449,black
127451,black
127453,black
127458,black
127459,black
127461,black
127462,black
127464,black
127466,black
127470,black
127471,black
127473,black
127476,black
127477,black
127478,black
127479,black
127480,black
127482,black
127484,black
127486,black
127488,black
127493,black
127494,black
127496,black
127498,black
127499,black
127501,black
127502,black
127520,black
127521,black
127522,black
127526,black
127527,black
127529,black
127533,black
127534,black
127542,black
127543,black
127544,black
127546,black
127548,black
127549,black
127556,black
127558,black
127564,black
127566,black
127567,black
127568,black
127569,black
127574,black
127579,black
127580,black
127593,black
127596,black
127597,black
127598,black
127603,black
127608,black
127609,black
127610,black
127611,black
127613,black
127616,black
127618,black
127623,black
127629,black
127631,black
127633,black
127643,black
127645,black
127647,black
127651,black
127662,black
127666,black
127668,black
127669,black
127674,black
127677,black
127681,black
127685,black
127686,black
127689,black
127690,black
127691,black
127692,black
127694,black
127701,black
127704,black
127709,black
127710,black
127714,black
127715,black
127717,black
127718,black
127719,black
127720,black
127725,black
127726,black
127733,black
127741,black
127753,black
127754,black
127755,black
127756,black
127765,black
127766,black
127767,black
127772,black
127782,black
127783,black
127790,black
127791,black
127795,black
127798,black
127799,black
127801,black
127804,black
127814,black
127819,black
127821,black
127822,black
127824,black
127828,black
127831,black
127832,black
127833,black
127834,black
127835,black
127836,black
127852,black
127870,black
127881,black
127887,black
127889,black
127936,black
127940,black
127946,black
127951,black
127954,black
127955,black
127958,black
127959,black
127974,black
127975,black
127977,black
127982,black
127984,black
127985,black
127992,black
127995,black
127997,black
128001,black
128013,black
128014,black
128015,black
128019,black
128020,black
128022,black
128024,black
128027,black
128031,black
128034,black
128037,black
128040,black
128043,black
128044,black
128045,black
128056,black
128058,black
128064,black
128065,black
128066,black
128067,black
128068,black
128070,black
128077,black
128079,black
128081,black
128083,black
128089,black
128091,black
128099,black
128100,black
128101,black
128103,black
128107,black
128108,black
128109,black
128112,black
128114,black
128136,black
128140,black
128156,black
128163,black
128166,black
128168,black
128170,black
128177,black
128181,black
128183,black
128185,black
128190,black
128192,black
128195,black
128196,black
128197,black
128201,black
128202,black
128203,black
128204,black
128206,black
128215,black
128224,black
128225,black
128241,black
128254,black
128257,black
128266,black
128276,black
128286,black
128289,black
128290,black
128291,black
128293,black
128294,black
128295,black
128296,black
128298,black
128306,black
128307,black
128309,black
128310,black
128311,black
128312,black
128315,black
128320,black
128322,black
128327,black
128344,black
128347,black
128348,black
128351,black
128355,black
128359,black
128363,black
128368,black
128369,black
128374,black
128375,black
128376,black
128382,black
128384,black
128385,black
128389,black
128396,black
128404,black
128412,black
128413,black
128414,black
128419,black
128431,black
128432,black
128433,black
128434,black
128435,black
128436,black
128439,black
128440,black
128441,black
128447,black
128452,black
128453,black
128458,black
128463,black
128465,black
128471,black
128473,black
128475,black
128476,black
128477,black
128482,black
128483,black
128491,black
128492,black
128495,black
128500,black
128516,black
128518,black
128519,black
128536,black
128540,black
128541,black
